id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,last_review_dayofyear,last_review_dayofweek
18597408,159936,Brooklyn,40.69337,-73.91142,Private room,45,1,2,0.08,1,0,2017,5,12,132,6
7019534,34908118,Brooklyn,40.70711,-73.95136,Entire home/apt,100,3,5,0.11,1,0,2016,12,14,349,4
1878965,7503643,Brooklyn,40.72589,-73.94055,Entire home/apt,159,30,5,0.07,52,346,2019,1,1,1,3
3302463,16678513,Manhattan,40.73548,-73.98896,Entire home/apt,275,5,30,0.5,1,20,2019,6,22,173,7
15799563,102112347,Brooklyn,40.67427,-73.97652,Entire home/apt,350,2,22,0.69,1,21,2018,10,21,294,1
28826608,217379941,Queens,40.66457,-73.76918,Entire home/apt,75,1,132,15.78,1,28,2019,7,5,186,6
5661080,29345363,Manhattan,40.74924,-73.99784,Entire home/apt,165,3,58,1.72,1,138,2019,6,20,171,5
33485823,95892016,Manhattan,40.72713,-73.98402,Private room,80,1,4,1.26,5,318,2019,6,15,166,7
30445079,37254146,Manhattan,40.72877,-73.98249,Entire home/apt,189,19,1,0.16,1,200,2019,1,4,4,6
30756898,137358866,Queens,40.74491,-73.90824,Private room,40,30,1,0.28,103,247,2019,3,25,84,2
21814906,6502688,Brooklyn,40.70592,-73.93513,Entire home/apt,165,2,7,0.37,1,0,2019,2,3,34,1
9235437,9419684,Manhattan,40.7602,-73.99868,Entire home/apt,304,30,0,0.57,3,176,2019,5,25,179,5
29873175,119990626,Brooklyn,40.69862,-73.92849,Private room,60,7,1,0.13,1,173,2018,11,28,332,4
33467309,172422032,Brooklyn,40.7136,-73.96221,Private room,120,7,0,0.6,1,235,2019,5,22,139,3
6464881,18412434,Brooklyn,40.67485,-73.9632,Entire home/apt,85,7,52,1.05,1,24,2019,5,6,126,2
28959854,16851857,Bronx,40.89502,-73.85071,Entire home/apt,75,7,3,0.63,4,242,2019,5,3,123,6
683084,3480879,Manhattan,40.75286,-74.00162,Entire home/apt,199,6,40,0.5,1,0,2017,10,15,288,1
11602485,39123185,Manhattan,40.76714,-73.99229,Private room,100,1,0,0.02,1,0,2016,2,22,80,1
17369078,16066047,Brooklyn,40.67919,-73.95918,Private room,70,2,12,0.47,1,120,2019,6,28,179,6
2033846,667627,Manhattan,40.81728,-73.94583,Entire home/apt,95,4,72,1.1,1,11,2019,5,19,139,1
5917209,7956482,Brooklyn,40.68701,-73.95412,Entire home/apt,190,2,1,0.04,1,0,2017,6,26,177,2
29314975,38216858,Manhattan,40.7086,-74.01266,Private room,270,5,2,0.32,4,364,2019,5,19,139,1
12834317,3404004,Brooklyn,40.69816,-73.99361,Entire home/apt,120,1,1,0.03,1,0,2016,5,9,130,2
29338715,205243076,Queens,40.69238,-73.73646,Private room,65,2,13,1.49,2,77,2019,7,2,183,3
21011427,151291713,Manhattan,40.85014,-73.93743,Private room,30,1,67,3.07,2,72,2019,6,22,173,7
36455917,274103383,Manhattan,40.73444,-74.00335,Private room,202,2,0,1,1,84,2019,7,3,184,4
6438239,11885649,Manhattan,40.76313,-73.96192,Entire home/apt,195,3,0,0.1,1,0,2018,11,1,2,3
9864926,50770601,Manhattan,40.73683,-73.97926,Entire home/apt,200,1,1,0.03,5,335,2016,6,6,158,2
24022079,15266695,Brooklyn,40.62062,-73.99837,Entire home/apt,120,7,0,0.13,2,232,2018,11,8,341,1
27627991,208485817,Brooklyn,40.69616,-73.92905,Entire home/apt,160,5,0,0.16,1,0,2018,12,31,365,1
19475198,3228795,Queens,40.76386,-73.91475,Private room,60,2,3,0.13,1,0,2017,8,18,230,6
24556525,90937044,Brooklyn,40.69943,-73.92192,Private room,50,2,16,1.14,1,0,2019,3,31,90,1
10249075,36494040,Manhattan,40.7609,-73.99405,Entire home/apt,250,1,0,0.05,1,0,2018,7,1,3,2
21027809,9138141,Brooklyn,40.65894,-73.95262,Entire home/apt,100,1,85,8.95,1,125,2019,7,7,188,1
3218526,103640,Brooklyn,40.63649,-73.96508,Entire home/apt,165,2,172,3.1,1,264,2019,7,6,187,7
18397006,127449170,Queens,40.75562,-73.80813,Private room,180,1,0,0.3,1,0,2019,1,14,111,4
1474752,2259113,Brooklyn,40.71215,-73.95637,Private room,110,3,23,0.32,1,159,2019,5,6,126,2
35866719,269775225,Bronx,40.80146,-73.91673,Private room,125,3,0,0.83,2,365,2019,7,2,153,2
19375739,119108169,Brooklyn,40.69224,-73.95819,Private room,60,4,1,0.04,1,0,2017,7,1,182,7
23584115,49523787,Manhattan,40.8232,-73.95463,Private room,55,1,39,2.37,2,153,2019,6,10,161,2
19069372,133127495,Manhattan,40.79312,-73.96595,Entire home/apt,115,88,5,0.22,1,220,2018,9,18,261,3
29308781,220709091,Brooklyn,40.63859,-74.02497,Entire home/apt,82,1,56,6.41,1,288,2019,6,22,173,7
13117480,70674019,Brooklyn,40.67329,-73.96291,Entire home/apt,201,30,66,1.78,2,159,2019,6,16,167,1
33830298,238321374,Manhattan,40.79972,-73.96107,Private room,60,30,0,1,32,342,2019,6,27,145,3
21963398,11310081,Brooklyn,40.71204,-73.95245,Entire home/apt,650,2,1,0.16,1,0,2019,1,1,1,3
13081306,51501835,Manhattan,40.76517,-73.99331,Entire home/apt,115,30,6,0.17,31,331,2019,6,5,156,4
35224560,163421878,Queens,40.7439,-73.91409,Private room,55,1,1,0.81,3,302,2019,6,2,153,1
31416916,231352789,Staten Island,40.63515,-74.07929,Private room,85,2,29,5,3,296,2019,7,7,188,1
34545793,260693405,Manhattan,40.71952,-73.98546,Entire home/apt,250,7,3,1.76,1,254,2019,6,18,169,3
3499174,6145540,Manhattan,40.7208,-73.99436,Entire home/apt,350,4,8,0.13,1,196,2017,5,6,126,7
15839085,102482048,Brooklyn,40.68315,-73.90908,Private room,35,2,44,1.41,4,325,2019,3,10,69,1
21967259,160376922,Manhattan,40.74918,-74.00369,Entire home/apt,800,1,11,0.56,1,0,2018,8,22,234,4
17319360,42814202,Queens,40.74227,-73.78707,Entire home/apt,90,1,26,0.9,3,358,2019,7,8,189,2
31650146,1306854,Manhattan,40.71991,-73.98505,Entire home/apt,110,30,0,0.26,1,172,2019,1,20,78,1
24327950,183548336,Manhattan,40.7977,-73.93493,Entire home/apt,250,3,13,0.94,1,74,2019,6,3,154,2
13464667,18655157,Manhattan,40.74562,-73.98538,Private room,79,99,0,0.23,3,364,2018,11,9,350,1
14237397,25843005,Queens,40.7591,-73.9278,Private room,49,2,105,2.94,3,21,2019,6,22,173,7
22730298,131827796,Brooklyn,40.66248,-73.95427,Entire home/apt,130,3,36,2.23,1,132,2019,6,25,176,3
18327453,5140287,Brooklyn,40.67574,-73.98028,Private room,90,2,8,0.32,1,0,2018,5,6,126,1
31878663,238321374,Manhattan,40.79852,-73.96091,Private room,60,30,0,1,32,317,2019,7,1,182,2
8847200,46329096,Brooklyn,40.64272,-73.95852,Private room,50,3,9,0.2,1,0,2016,10,22,296,7
31082686,105310740,Brooklyn,40.6828,-73.95303,Entire home/apt,83,30,1,0.81,3,349,2019,6,3,154,2
26131004,196421197,Queens,40.75902,-73.87698,Private room,45,3,15,1.18,1,365,2019,7,1,182,2
5285867,11601961,Brooklyn,40.64858,-73.96378,Entire home/apt,90,3,24,0.45,1,29,2019,4,7,97,1
12294124,66269338,Queens,40.74838,-73.88767,Private room,125,1,11,0.28,4,301,2019,5,26,146,1
34647648,172369331,Brooklyn,40.59932,-73.95936,Shared room,20,7,0,0.83,10,281,2019,6,1,152,3
21527485,79105834,Queens,40.7539,-73.93419,Private room,55,1,64,3.21,9,285,2019,6,15,166,7
12254118,65979198,Manhattan,40.72232,-73.99433,Private room,109,7,3,0.09,1,0,2017,1,3,3,3
6114353,16923190,Manhattan,40.71974,-73.98549,Private room,89,3,19,0.41,1,0,2019,1,1,1,3
31224656,4281300,Brooklyn,40.71602,-73.94189,Private room,119,1,0,0.33,3,0,2019,4,24,132,2
6966985,2714997,Manhattan,40.801,-73.96647,Private room,70,30,76,1.57,1,0,2018,7,11,192,4
19811196,122038325,Manhattan,40.78809,-73.94194,Private room,76,2,79,3.33,1,11,2019,5,8,128,4
5297292,26134830,Brooklyn,40.68211,-73.92121,Entire home/apt,150,3,109,2.1,1,343,2019,6,15,166,7
15943090,88043058,Brooklyn,40.68969,-73.95402,Private room,45,1,45,1.47,4,361,2019,6,23,174,1
14538181,9622750,Manhattan,40.74202,-73.98032,Private room,95,5,1,0.03,3,0,2016,9,4,248,1
21692641,14991456,Manhattan,40.81441,-73.95939,Entire home/apt,100,2,11,0.57,1,0,2019,3,21,80,5
2660576,13617520,Brooklyn,40.69172,-73.96934,Shared room,40,5,8,0.13,1,0,2015,2,25,56,4
34208508,219517861,Manhattan,40.76241,-73.99606,Entire home/apt,182,29,0,1,327,319,2019,6,15,151,7
24834824,158461160,Brooklyn,40.68828,-73.92329,Entire home/apt,62,30,2,0.25,6,255,2018,12,15,349,7
1155475,2199502,Brooklyn,40.68675,-73.97713,Entire home/apt,499,2,126,1.75,1,256,2019,6,25,176,3
27139625,40230580,Brooklyn,40.68454,-73.96425,Entire home/apt,88,3,8,0.81,1,0,2019,1,28,28,2
17820343,30283594,Manhattan,40.76138,-73.9598,Entire home/apt,115,30,1,0.05,121,336,2017,9,30,273,7
83847,410094,Manhattan,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0,2019,1,2,2,4
6571039,1808103,Brooklyn,40.70723,-73.95515,Entire home/apt,90,2,85,1.99,2,4,2019,6,9,160,1
20505271,145727343,Queens,40.68379,-73.79186,Private room,39,1,15,0.66,3,164,2018,11,4,308,1
22120170,161599491,Brooklyn,40.61984,-73.97872,Shared room,50,30,8,0.42,1,179,2018,6,6,157,4
3358937,16947051,Manhattan,40.74722,-74.00466,Entire home/apt,300,3,11,0.19,1,0,2016,4,17,108,1
18227315,87723508,Queens,40.69845,-73.8958,Private room,35,30,7,0.27,2,294,2019,1,2,2,4
34209682,257973120,Manhattan,40.72138,-73.98543,Entire home/apt,120,7,3,1.76,1,284,2019,6,30,181,1
12202225,59979344,Brooklyn,40.69188,-73.94742,Private room,57,1,0,0.05,1,0,2018,3,31,2,5
15774629,101883929,Brooklyn,40.68326,-73.98004,Entire home/apt,182,4,83,2.82,1,254,2019,6,23,174,1
5895056,30616879,Queens,40.754,-73.80701,Private room,47,2,40,0.81,3,311,2017,10,12,285,5
26476892,199118646,Brooklyn,40.64834,-73.95161,Private room,50,1,37,3.68,1,84,2019,6,25,176,3
18415505,11191325,Manhattan,40.81253,-73.93952,Entire home/apt,99,5,35,1.32,1,1,2019,4,30,120,3
32042721,240239465,Queens,40.70132,-73.75463,Entire home/apt,30,2,11,2.32,2,230,2019,5,25,145,7
27336802,205998016,Brooklyn,40.6889,-73.93733,Private room,53,2,40,3.79,1,13,2019,6,29,180,7
19087480,133308687,Manhattan,40.79771,-73.94833,Private room,145,2,75,3.07,1,59,2019,6,23,174,1
34681488,261604139,Bronx,40.87874,-73.84746,Private room,40,1,0,0.7,1,89,2019,5,30,181,6
29937893,1476599,Brooklyn,40.71545,-73.96344,Entire home/apt,300,4,2,0.32,1,28,2019,4,24,114,4
13128861,16065842,Brooklyn,40.68511,-73.96638,Entire home/apt,100,2,64,1.69,1,15,2019,6,27,178,5
6723207,5013592,Brooklyn,40.638,-73.96742,Entire home/apt,75,7,0,0.02,1,0,2015,8,28,269,2
31119351,2557889,Brooklyn,40.70267,-73.92751,Private room,55,2,16,2.57,1,2,2019,5,13,133,2
18671835,129743937,Queens,40.75885,-73.86959,Private room,44,1,141,10.19,2,47,2019,7,5,186,6
4774763,24404928,Brooklyn,40.67117,-73.95934,Entire home/apt,130,1,9,0.16,1,0,2016,5,28,149,7
31235120,232622663,Brooklyn,40.68412,-73.9501,Private room,39,2,3,0.48,2,0,2019,1,15,15,3
35318634,7933261,Manhattan,40.76786,-73.95639,Entire home/apt,260,7,1,1,1,43,2019,6,21,172,6
20035842,131767309,Manhattan,40.71138,-73.99635,Private room,35,1,2,0.11,1,0,2018,1,1,1,2
11641258,61719199,Manhattan,40.73955,-73.98568,Entire home/apt,275,2,4,0.1,1,0,2018,1,1,1,2
4745876,21047204,Queens,40.74821,-73.94803,Entire home/apt,150,2,1,0.02,1,0,2014,12,31,365,4
8553287,45023742,Manhattan,40.72623,-73.98452,Entire home/apt,150,1,2,0.05,1,0,2016,1,7,7,5
6924942,1325961,Manhattan,40.79721,-73.94328,Entire home/apt,111,3,6,0.13,2,0,2017,8,25,237,6
16753723,5944004,Manhattan,40.73702,-73.99739,Private room,68,1,0,0.1,1,0,2017,12,1,3,7
13325664,38403770,Manhattan,40.72792,-73.98106,Entire home/apt,199,2,4,0.11,1,0,2019,7,1,182,2
35451637,266726110,Manhattan,40.80445,-73.9567,Private room,88,30,0,1,7,360,2019,6,23,174,1
2771877,14174901,Manhattan,40.78694,-73.97384,Entire home/apt,150,20,0,0.03,1,0,2018,12,3,1,4
31124852,232618610,Brooklyn,40.68392,-73.8693,Entire home/apt,195,4,7,2.47,1,136,2019,6,29,180,7
30592647,227679456,Brooklyn,40.66065,-73.94116,Private room,55,1,20,2.82,7,53,2019,6,17,168,2
4660939,24117644,Queens,40.75583,-73.92596,Private room,120,3,18,0.33,2,0,2017,1,11,11,4
21173263,48510097,Brooklyn,40.6897,-73.91512,Private room,60,2,1,0.05,1,0,2017,10,9,282,2
19714056,3013202,Brooklyn,40.69997,-73.91666,Private room,70,4,1,0.04,1,55,2017,8,21,233,2
21880580,29478455,Brooklyn,40.69049,-73.96842,Entire home/apt,115,3,4,0.21,1,2,2019,1,17,17,5
29146446,3959013,Brooklyn,40.69228,-73.99768,Entire home/apt,151,5,4,0.63,1,27,2019,4,18,108,5
7760204,8335684,Manhattan,40.86274,-73.92842,Private room,22,1,13,0.28,3,0,2019,1,2,2,4
13358660,75773748,Manhattan,40.79918,-73.9635,Private room,120,2,0,0.03,1,0,2016,6,27,330,2
7122588,33002613,Manhattan,40.8347,-73.94413,Private room,45,10,0,0.02,1,0,2015,11,20,205,4
24199249,182411776,Manhattan,40.73045,-73.98067,Private room,115,1,37,2.55,1,128,2019,6,5,156,4
28076377,87767243,Brooklyn,40.68252,-73.91467,Private room,41,4,0,0.18,2,0,2019,2,23,174,1
23147603,12233355,Brooklyn,40.72421,-73.94074,Entire home/apt,200,1,0,0.08,2,0,2018,9,1,1,3
36315759,107434423,Manhattan,40.713,-74.00991,Entire home/apt,269,30,0,2.2,232,193,2019,6,4,128,1
3869779,4089400,Brooklyn,40.70818,-73.92256,Entire home/apt,150,2,254,4.33,1,294,2019,6,20,171,5
28838780,65826607,Brooklyn,40.69632,-73.98454,Entire home/apt,90,2,2,0.32,1,0,2019,3,11,70,2
27876238,75287595,Brooklyn,40.6783,-73.97559,Private room,69,1,13,1.22,1,1,2019,4,7,97,1
35610360,260895286,Manhattan,40.7846,-73.97636,Private room,90,3,0,1,2,24,2019,6,25,181,3
30905264,230961710,Brooklyn,40.71408,-73.95501,Entire home/apt,60,1,37,5.66,1,234,2019,7,7,188,1
609983,3024659,Brooklyn,40.69945,-73.92148,Entire home/apt,115,3,54,0.65,1,3,2019,6,19,170,4
11298300,4726696,Manhattan,40.79589,-73.96811,Entire home/apt,145,1,1,0.02,1,0,2016,3,24,84,5
8686040,45608786,Manhattan,40.85845,-73.92861,Entire home/apt,125,1,6,0.13,1,0,2015,11,22,326,1
22194459,162172469,Manhattan,40.73233,-73.99678,Entire home/apt,500,5,0,0.7,1,229,2019,4,7,109,4
36309947,30283594,Manhattan,40.76302,-73.95769,Entire home/apt,269,30,0,0.13,121,318,2018,11,19,280,6
30772753,28230496,Manhattan,40.72168,-73.98686,Entire home/apt,200,5,2,0.32,1,78,2019,4,14,104,1
13217241,74130179,Manhattan,40.72426,-73.99535,Entire home/apt,275,3,24,0.66,1,82,2019,5,30,150,5
19172071,14271995,Manhattan,40.76767,-73.9558,Entire home/apt,110,3,8,0.32,1,0,2018,8,28,240,3
25048250,95038818,Brooklyn,40.67757,-73.97017,Private room,70,1,42,3.01,1,163,2019,6,16,167,1
35681163,9843389,Brooklyn,40.70816,-73.95591,Private room,100,1,1,1,2,27,2019,6,23,174,1
22360577,31867329,Brooklyn,40.71251,-73.94148,Private room,70,1,1,0.05,1,0,2018,1,3,3,4
27654484,89031106,Brooklyn,40.72409,-73.95039,Entire home/apt,125,5,5,1.17,4,68,2019,5,30,150,5
24122836,181710793,Queens,40.76562,-73.8299,Private room,45,1,96,6.56,3,44,2019,7,7,188,1
29359403,130054323,Manhattan,40.82361,-73.93926,Entire home/apt,102,1,17,2.14,1,75,2019,6,19,170,4
16960725,36980831,Manhattan,40.76617,-73.98398,Private room,95,3,2,0.07,1,83,2017,10,7,280,7
33217402,240913980,Bronx,40.89637,-73.8555,Private room,39,1,10,2.73,1,15,2019,6,18,169,3
34368051,95570540,Staten Island,40.56054,-74.12004,Entire home/apt,130,1,1,1,3,363,2019,6,26,177,4
16859099,3158364,Queens,40.73661,-73.92514,Private room,32,5,47,1.61,4,266,2019,7,1,182,2
12345354,921269,Manhattan,40.797110000000004,-73.93647,Private room,60,3,27,0.69,1,0,2016,12,9,344,6
34447284,50868008,Manhattan,40.76486,-73.99316,Entire home/apt,367,2,1,1,1,229,2019,6,21,172,6
9413287,3337974,Brooklyn,40.71605,-73.95176,Private room,65,3,1,0.02,1,0,2015,12,1,335,3
21311520,52950465,Manhattan,40.76168,-73.99061,Entire home/apt,99,30,12,0.57,12,251,2018,2,27,58,3
4838260,20357771,Brooklyn,40.71114,-73.94438,Private room,100,1,1,0.02,1,0,2015,5,19,139,3
29027424,38153613,Queens,40.71047,-73.81562,Private room,350,4,1,0.11,1,90,2018,10,7,280,1
5200433,24052348,Manhattan,40.72042,-73.97998,Private room,85,10,14,0.27,4,18,2019,4,3,93,4
15912452,31482341,Manhattan,40.86859,-73.91948,Private room,45,5,30,0.94,2,0,2019,1,2,2,4
31140017,65747874,Brooklyn,40.67317,-73.94104,Private room,80,2,14,2.68,2,78,2019,7,4,185,5
19789878,97856969,Brooklyn,40.68909,-73.99083,Entire home/apt,98,13,1,0.04,1,0,2017,8,29,241,3
6843145,5361360,Manhattan,40.78787,-73.97116,Entire home/apt,200,3,6,0.16,1,0,2017,7,17,198,2
13125552,20109188,Brooklyn,40.70413,-73.93205,Entire home/apt,175,2,102,2.68,1,284,2019,6,25,176,3
21960720,2916281,Brooklyn,40.71353,-73.94337,Private room,60,7,2,0.11,1,0,2017,12,19,353,3
21012649,7608106,Manhattan,40.73247,-73.98297,Entire home/apt,196,2,47,2.26,1,6,2019,6,18,169,3
32646039,137358866,Queens,40.74683,-73.90654,Private room,50,30,0,0.27,103,94,2019,5,25,150,1
35991548,266981597,Brooklyn,40.65087,-73.95566,Entire home/apt,123,1,0,1,1,365,2019,6,30,181,1
21568943,156246842,Manhattan,40.7614,-73.98682,Shared room,68,3,9,0.45,3,0,2018,8,1,213,4
31414400,235305665,Manhattan,40.7902,-73.9463,Private room,69,1,4,0.78,2,60,2019,6,6,157,5
16054225,104542199,Manhattan,40.782,-73.95143,Private room,200,2,3,0.09,1,90,2017,9,19,262,3
20628186,146776990,Brooklyn,40.65312,-73.93413,Private room,35,30,5,0.22,4,263,2018,12,29,363,7
23327774,129273512,Brooklyn,40.67104,-73.99362,Private room,75,1,133,7.87,3,336,2019,6,17,168,2
31622417,236896088,Manhattan,40.74125,-73.99876,Entire home/apt,200,2,4,0.85,1,6,2019,6,11,162,3
21577526,84491220,Brooklyn,40.65021,-73.96293,Private room,65,2,13,0.66,1,310,2019,4,29,119,2
32870748,246865215,Brooklyn,40.72136,-73.95532,Entire home/apt,160,2,1,0.41,1,350,2019,4,27,117,7
8837432,41743945,Manhattan,40.76206,-73.9937,Entire home/apt,375,3,3,0.07,2,0,2016,1,2,2,7
14394217,88450280,Queens,40.74962,-73.91664,Entire home/apt,130,2,111,3.19,1,252,2019,6,27,178,5
29338760,9399583,Brooklyn,40.71047,-73.96796,Entire home/apt,160,10,0,0.13,1,34,2018,11,19,323,7
26355170,198193838,Brooklyn,40.72478,-73.9383,Entire home/apt,250,2,6,0.53,1,49,2019,5,19,139,1
22423659,44213272,Queens,40.76903,-73.91895,Private room,60,1,26,1.41,5,173,2018,12,31,365,2
21175464,152882655,Brooklyn,40.67249,-73.94933,Private room,75,3,1,0.05,1,0,2017,10,8,281,1
33363704,244171850,Queens,40.70103,-73.90613,Private room,47,30,0,2.86,10,365,2019,6,4,152,6
29509608,221591579,Manhattan,40.70626,-74.00481,Private room,147,1,13,1.62,1,177,2019,6,9,160,1
18290841,33608519,Manhattan,40.8058,-73.9652,Entire home/apt,145,1,0,0.05,1,0,2018,5,31,239,3
9805274,2329581,Manhattan,40.72248,-73.99481,Private room,165,7,4,0.12,2,0,2017,12,26,360,3
22448627,164303137,Brooklyn,40.69422,-73.93288,Private room,39,4,58,3.16,2,32,2019,7,1,182,2
33068756,248036814,Manhattan,40.7069,-74.00606,Entire home/apt,195,30,17,5.1,1,203,2019,6,23,174,1
688652,62855,Brooklyn,40.69445,-73.96401,Entire home/apt,249,4,19,0.23,1,362,2019,6,7,158,6
24850009,19508332,Brooklyn,40.66042,-73.9602,Entire home/apt,75,2,7,0.54,1,9,2019,6,7,158,6
31989330,237421509,Brooklyn,40.67818,-73.92284,Private room,55,1,3,0.58,2,0,2019,2,8,39,6
11658950,21382844,Manhattan,40.73458,-73.98128,Private room,99,1,5,0.16,1,0,2017,4,23,113,1
10474780,40312267,Brooklyn,40.65398,-73.96377,Private room,50,2,5,0.12,1,0,2016,5,11,132,4
19298911,132104049,Brooklyn,40.69502,-73.94711,Shared room,37,2,0,0.61,3,348,2019,6,1,51,3
13216246,6531491,Brooklyn,40.72217,-73.948,Private room,75,1,55,1.46,1,0,2019,7,8,189,2
15357493,5654072,Brooklyn,40.63503,-73.95127,Private room,150,3,10,0.38,3,0,2017,10,28,301,7
4532913,20164579,Brooklyn,40.71909,-73.95998,Private room,45,1,170,5.9,1,245,2019,6,20,171,5
17284471,1409823,Brooklyn,40.68859,-73.94998,Entire home/apt,75,5,16,0.58,1,15,2019,5,28,148,3
21239226,153509107,Manhattan,40.73818,-73.98671,Entire home/apt,250,1,0,5.97,1,0,2019,1,2,182,5
11633801,28808966,Brooklyn,40.67815,-73.96232,Entire home/apt,180,1,0,0.02,1,0,2016,9,30,46,2
30817001,52950465,Manhattan,40.7541,-73.97056,Entire home/apt,169,30,0,0.07,12,365,2018,7,31,338,1
14084988,64960421,Manhattan,40.80408,-73.96347,Entire home/apt,120,3,6,0.17,1,8,2019,5,23,143,5
20645320,76104209,Manhattan,40.77068,-73.98674,Entire home/apt,229,30,0,0.28,33,364,2019,4,3,3,7
7125107,37312959,Queens,40.77005,-73.87691,Private room,45,1,448,9.63,5,166,2019,7,7,188,1
32655597,12247755,Manhattan,40.77961,-73.98474,Entire home/apt,150,14,3,0.98,1,0,2019,5,27,147,2
13585835,5352610,Brooklyn,40.70648,-73.92997,Private room,65,4,47,1.28,2,249,2018,10,12,285,6
17025412,580624,Manhattan,40.72078,-73.99473,Private room,100,10,2,0.09,1,35,2018,4,25,115,4
1984390,10238618,Manhattan,40.77556,-73.9483,Entire home/apt,275,2,2,0.03,1,0,2015,5,8,128,6
14222252,86415678,Manhattan,40.85867,-73.92844,Entire home/apt,150,2,42,1.61,1,83,2019,6,18,169,3
32572058,137274917,Manhattan,40.75978,-73.99183,Private room,115,1,16,3.75,12,217,2019,6,14,165,6
13202374,22913446,Brooklyn,40.71382,-73.94285,Private room,56,21,0,0.16,1,0,2019,3,27,19,7
16288234,106546614,Brooklyn,40.68369,-73.94193,Private room,40,7,0,0.4,1,0,2018,12,1,364,2
10017170,50760546,Manhattan,40.74676,-73.97682,Entire home/apt,150,30,3,0.1,31,107,2019,3,30,89,7
13108192,22541573,Manhattan,40.7448,-73.99204,Entire home/apt,205,30,2,0.06,87,0,2016,12,21,356,4
21739035,158335126,Manhattan,40.81702,-73.93882,Entire home/apt,130,3,11,0.56,1,89,2018,5,3,123,5
20520410,39657176,Manhattan,40.8027,-73.9398,Shared room,75,7,1,0.04,1,0,2017,8,20,232,1
9026474,4619655,Manhattan,40.78487,-73.9754,Entire home/apt,125,1,0,0.43,1,0,2016,12,29,364,3
190968,922922,Brooklyn,40.67946,-73.96501,Entire home/apt,215,3,33,0.35,1,156,2019,5,8,128,4
4178152,17462748,Brooklyn,40.67599,-73.93995,Private room,77,5,108,2.14,5,129,2019,6,28,179,6
6743935,740756,Manhattan,40.73742,-74.00171,Entire home/apt,199,2,14,0.29,1,0,2016,5,8,129,1
9475907,1991700,Manhattan,40.71124,-74.00834,Entire home/apt,150,3,0,0.16,1,0,2018,10,29,239,1
13209482,34386241,Manhattan,40.72697,-73.98488,Entire home/apt,250,1,18,0.47,2,0,2017,2,8,39,4
21647976,6995644,Brooklyn,40.71763,-73.96008,Private room,50,4,3,0.16,1,0,2018,5,22,142,3
29213886,7956889,Brooklyn,40.68864,-73.91295,Entire home/apt,86,28,3,0.43,1,66,2019,7,2,183,3
30710462,6451056,Brooklyn,40.69793,-73.93141,Entire home/apt,93,3,5,0.78,1,0,2019,6,2,153,1
30999460,274296,Brooklyn,40.65554,-73.97932,Entire home/apt,104,3,30,4.95,1,43,2019,7,4,185,5
25786994,183033408,Manhattan,40.8129,-73.94084,Entire home/apt,99,5,7,0.63,1,0,2019,3,9,68,7
491977,2431528,Manhattan,40.71456,-73.99978,Entire home/apt,165,5,22,0.26,1,316,2019,5,11,131,7
30346011,227691333,Manhattan,40.71826,-73.99338,Entire home/apt,125,3,18,2.77,1,20,2019,6,19,170,4
32666534,23388169,Brooklyn,40.67616,-73.97009,Entire home/apt,350,4,3,1.11,2,82,2019,6,28,179,6
27653212,38123545,Brooklyn,40.69015,-73.94075,Private room,55,2,24,2.32,2,347,2019,6,24,175,2
19548503,5339759,Manhattan,40.73384,-73.99616,Entire home/apt,499,30,10,0.44,1,365,2019,7,1,182,2
4040900,3789165,Manhattan,40.75974,-73.9866,Shared room,59,2,58,0.99,1,345,2019,6,1,152,7
32978570,97853468,Bronx,40.81724,-73.88878,Private room,60,3,2,0.68,4,335,2019,6,29,180,7
34813137,262461078,Manhattan,40.72504,-73.97908,Private room,70,4,3,3,1,346,2019,6,30,181,1
36286545,174811960,Queens,40.70864,-73.90034,Private room,55,1,0,1,1,165,2019,6,30,181,1
21516443,112966930,Brooklyn,40.71218,-73.96268,Private room,60,2,2,0.1,1,0,2017,11,8,312,4
21456,42032,Manhattan,40.79764,-73.96177,Entire home/apt,140,3,81,0.71,1,198,2019,7,7,188,1
19363671,46454894,Brooklyn,40.66197,-73.9543,Entire home/apt,105,1,2,0.08,1,0,2017,7,3,184,2
18077042,121093001,Queens,40.67574,-73.85601,Entire home/apt,81,3,96,3.59,1,233,2019,6,22,173,7
19403353,14404488,Brooklyn,40.67835,-73.9908,Entire home/apt,102,10,0,0.08,1,0,2018,2,20,296,5
30952896,17706542,Brooklyn,40.69028,-73.90563,Shared room,40,30,0,1,6,365,2019,6,22,170,6
9588699,6697886,Manhattan,40.81613,-73.94546,Private room,63,1,0,0.03,2,0,2016,3,24,143,3
1767037,9284163,Queens,40.68968,-73.85219,Private room,29,2,386,5.53,3,50,2019,6,19,170,4
7397699,38759330,Brooklyn,40.7122,-73.9511,Private room,35,1,3,0.06,1,0,2015,9,13,256,1
24795553,28159250,Manhattan,40.7385,-73.97945,Entire home/apt,200,2,43,3.1,1,284,2019,7,5,186,6
28647979,26377263,Brooklyn,40.65246,-73.93791,Private room,57,30,0,0.11,43,138,2018,12,8,281,2
